word,pos,level,mp3_url
term,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/term_/term__gb_3.mp3
term,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/term_/term__gb_3.mp3
terminal,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/termi/terminal__gb_3.mp3
terminal,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/termi/terminal__gb_3.mp3
terminate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/termi/terminate__gb_3.mp3
terms,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terms/terms__gb_1.mp3
terrain,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terra/terrain__gb_1.mp3
terrible,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terri/terrible__gb_1.mp3
terribly,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terri/terribly__gb_1.mp3
terrific,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terri/terrific__gb_1.mp3
terrify,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terri/terrify__gb_1.mp3
territory,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terri/territory__gb_1.mp3
terror,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terro/terror__gb_1.mp3
terrorism,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terro/terrorism__gb_1.mp3
terrorist,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terro/terrorist__gb_1.mp3
test,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tes/test_/test__gb_1.mp3
test,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tes/test_/test__gb_1.mp3
testify,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tes/testi/testify__gb_1.mp3
testimony,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tes/testi/testimony__gb_1.mp3
testing,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tes/testi/testing__gb_1.mp3
text,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tex/text_/text__gb_1.mp3
text,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tex/text_/text__gb_1.mp3
textbook,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tex/textb/textbook__gb_2.mp3
texture,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tex/textu/texture__gb_1.mp3
than,conjunction,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/than_/than__gb_1.mp3
than,preposition,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/than_/than__gb_1.mp3
thank,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/thank/thank__gb_1.mp3
thankfully,adverb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/thank/thankfully__gb_1.mp3
thanks,exclamation,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/thank/thanks__gb_1.mp3
thanks,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/thank/thanks__gb_1.mp3
that,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/that_/that__gb_1.mp3
that,conjunction,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/that_/that__gb_3.mp3
that,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/that_/that__gb_1.mp3
that,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tha/that_/that__gb_3.mp3
the,definite article,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/the__/the__gb_1.mp3
theatre,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/theat/theatre__gb_2.mp3
theatrical,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/theat/theatrical__gb_1.mp3
theft,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/theft/theft__gb_1.mp3
their,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/their/their__gb_1.mp3
theirs,pronoun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/their/theirs__gb_1.mp3
them,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/them_/them__gb_1.mp3
theme,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/theme/theme__gb_2.mp3
themselves,pronoun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/thems/themselves__gb_1.mp3
then,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/then_/then__gb_1.mp3
theology,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/theol/theology__gb_1.mp3
theoretical,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/theor/theoretical__gb_1.mp3
theory,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/theor/theory__gb_3.mp3
therapist,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/thera/therapist__gb_1.mp3
therapy,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/thera/therapy__gb_1.mp3
there,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/there/there__gb_1.mp3
thereafter,adverb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/there/thereafter__gb_1.mp3
thereby,adverb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/there/thereby__gb_5.mp3
therefore,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/there/therefore__gb_2.mp3
thesis,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/thesi/thesis__gb_2.mp3
they,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/the/they_/they__gb_1.mp3
thick,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/thick/thick__gb_1.mp3
thief,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/thief/thief__gb_1.mp3
thin,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/thin_/thin__gb_2.mp3
thing,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/thing/thing__gb_1.mp3
think,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/think/think__gb_1.mp3
thinking,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/think/thinking__gb_1.mp3
third,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/third/third__gb_1.mp3
third,ordinal number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/third/third__gb_1.mp3
thirsty,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/thirs/thirsty__gb_2.mp3
thirteen,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/thirt/thirteen__gb_3.mp3
thirty,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/thirt/thirty__gb_2.mp3
this,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/this_/this__gb_1.mp3
this,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/this_/this__gb_1.mp3
this,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/this_/this__gb_1.mp3
thorough,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thoro/thorough__gb_1.mp3
thoroughly,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thoro/thoroughly__gb_1.mp3
though,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thoug/though__gb_1.mp3
though,conjunction,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thoug/though__gb_1.mp3
thought,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thoug/thought__gb_2.mp3
thought-provoking,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thoug/thought_provoking_1_gb_1.mp3
thoughtful,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thoug/thoughtful__gb_1.mp3
thousand,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tho/thous/thousand__gb_1.mp3
thread,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/threa/thread__gb_1.mp3
threat,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/threa/threat__gb_2.mp3
threaten,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/threa/threaten__gb_1.mp3
three,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/three/three__gb_2.mp3
threshold,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/thres/threshold__gb_1.mp3
thrilled,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/thril/thrilled__gb_1.mp3
thrive,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/thriv/thrive__gb_1.mp3
throat,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/throa/throat__gb_1.mp3
through,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/throu/through__gb_1.mp3
through,preposition,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/throu/through__gb_1.mp3
throughout,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/throu/throughout__gb_1.mp3
throughout,preposition,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/throu/throughout__gb_1.mp3
throw,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thr/throw/throw__gb_2.mp3
thumb,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thu/thumb/thumb__gb_2.mp3
Thursday,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thu/thurs/thursday_1_gb_1.mp3
thus,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thu/thus_/thus__gb_1.mp3
ticket,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tic/ticke/ticket__gb_1.mp3
tide,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tid/tide_/tide__gb_1.mp3
tidy,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tid/tidy_/tidy__gb_1.mp3
tidy,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tid/tidy_/tidy__gb_1.mp3
tie,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tie/tie__/tie__gb_2.mp3
tie,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tie/tie__/tie__gb_2.mp3
tight,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tig/tight/tight__gb_1.mp3
tighten,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tig/tight/tighten__gb_1.mp3
till,conjunction,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/til/till_/till__gb_1.mp3
till,preposition,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/til/till_/till__gb_1.mp3
timber,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tim/timbe/timber__gb_1.mp3
time,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tim/time_/time__gb_1.mp3
time,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tim/time_/time__gb_1.mp3
timely,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tim/timel/timely__gb_1.mp3
timing,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tim/timin/timing__gb_1.mp3
tin,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tin/tin__/tin__gb_2.mp3
tiny,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tin/tiny_/tiny__gb_1.mp3
tip,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tip/tip__/tip__gb_1.mp3
tip,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tip/tip__/tip__gb_1.mp3
tired,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tir/tired/tired__gb_3.mp3
tissue,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tis/tissu/tissue__gb_1.mp3
title,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tit/title/title__gb_2.mp3
title,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tit/title/title__gb_2.mp3
to,infinitive marker,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/to_/to__g/to__gb_7.mp3
to,preposition,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/to_/to__g/to__gb_7.mp3
tobacco,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tob/tobac/tobacco__gb_1.mp3
today,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tod/today/today__gb_1.mp3
today,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tod/today/today__gb_1.mp3
toe,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/toe/toe__/toe__gb_2.mp3
together,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tog/toget/together__gb_1.mp3
toilet,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/toi/toile/toilet__gb_3.mp3
tolerance,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tol/toler/tolerance__gb_1.mp3
tolerate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tol/toler/tolerate__gb_1.mp3
toll,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tol/toll_/toll__gb_1.mp3
tomato,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tom/tomat/tomato__gb_2.mp3
tomorrow,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tom/tomor/tomorrow__gb_1.mp3
tomorrow,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tom/tomor/tomorrow__gb_1.mp3
ton,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ton/ton__/ton__gb_1.mp3
tone,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ton/tone_/tone__gb_1.mp3
tongue,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ton/tongu/tongue__gb_2.mp3
tonight,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ton/tonig/tonight__gb_1.mp3
tonight,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ton/tonig/tonight__gb_1.mp3
tonne,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ton/tonne/tonne__gb_1.mp3
too,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/too/too__/too__gb_1.mp3
tool,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/too/tool_/tool__gb_1.mp3
tooth,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/too/tooth/tooth__gb_2.mp3
top,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/top/top__/top__gb_1.mp3
top,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/top/top__/top__gb_1.mp3
top,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/top/top__/top__gb_1.mp3
topic,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/top/topic/topic__gb_2.mp3
torture,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tor/tortu/torture__gb_1.mp3
torture,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tor/tortu/torture__gb_1.mp3
toss,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tos/toss_/toss__gb_1.mp3
total,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tot/total/total__gb_2.mp3
total,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tot/total/total__gb_2.mp3
total,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tot/total/total__gb_2.mp3
totally,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tot/total/totally__gb_1.mp3
touch,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/touch/touch__gb_1.mp3
touch,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/touch/touch__gb_1.mp3
tough,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/tough/tough__gb_1.mp3
tour,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/tour_/tour__gb_5.mp3
tour,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/tour_/tour__gb_5.mp3
tourism,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/touri/tourism__gb_1.mp3
tourist,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/touri/tourist__gb_1.mp3
tournament,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tou/tourn/tournament__gb_1.mp3
towards,preposition,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tow/towar/towards__gb_1.mp3
towel,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tow/towel/towel__gb_2.mp3
tower,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tow/tower/tower__gb_4.mp3
town,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tow/town_/town__gb_1.mp3
toxic,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tox/toxic/toxic__gb_1.mp3
toy,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/toy/toy__/toy__gb_1.mp3
toy,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/toy/toy__/toy__gb_1.mp3
trace,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trace/trace__gb_2.mp3
trace,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trace/trace__gb_2.mp3
track,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/track/track__gb_1.mp3
track,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/track/track__gb_1.mp3
trade,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trade/trade__gb_1.mp3
trade,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trade/trade__gb_1.mp3
trademark,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trade/trademark__gb_1.mp3
trading,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/tradi/trading__gb_1.mp3
tradition,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/tradi/tradition__gb_2.mp3
traditional,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/tradi/traditional__gb_4.mp3
traffic,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/traff/traffic__gb_1.mp3
tragedy,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trage/tragedy__gb_1.mp3
tragic,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/tragi/tragic__gb_1.mp3
trail,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trail/trail__gb_1.mp3
trail,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trail/trail__gb_1.mp3
trailer,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trail/trailer__gb_1.mp3
train,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/train/train__gb_2.mp3
train,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/train/train__gb_2.mp3
trainer,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/train/trainer__gb_1.mp3
training,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/train/training__gb_1.mp3
trait,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trait/trait__gb_1.mp3
transaction,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transaction__gb_1.mp3
transcript,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transcript__gb_1.mp3
transfer,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transfer__gb_4.mp3
transfer,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transfer__gb_3.mp3
transform,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transform__gb_3.mp3
transformation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transformation__gb_1.mp3
transit,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transit__gb_1.mp3
transition,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transition__gb_3.mp3
translate,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/translate__gb_2.mp3
translation,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/translation__gb_2.mp3
transmission,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transmission__gb_2.mp3
transmit,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transmit__gb_2.mp3
transparency,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transparency__gb_1.mp3
transparent,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transparent__gb_1.mp3
transport,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transport__gb_1.mp3
transport,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transport__gb_2.mp3
transportation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trans/transportation__gb_2.mp3
trap,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trap_/trap__gb_1.mp3
trap,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trap_/trap__gb_1.mp3
trauma,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/traum/trauma__gb_1.mp3
travel,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trave/travel__gb_1.mp3
travel,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trave/travel__gb_1.mp3
traveller,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tra/trave/traveller__gb_1.mp3
treasure,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tre/treas/treasure__gb_1.mp3
treat,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tre/treat/treat__gb_2.mp3
treatment,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tre/treat/treatment__gb_2.mp3
treaty,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tre/treat/treaty__gb_2.mp3
tree,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tre/tree_/tree__gb_2.mp3
tremendous,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tre/treme/tremendous__gb_1.mp3
trend,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tre/trend/trend__gb_2.mp3
trial,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trial/trial__gb_2.mp3
tribal,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/triba/tribal__gb_1.mp3
tribe,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/tribe/tribe__gb_1.mp3
tribunal,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/tribu/tribunal__gb_1.mp3
tribute,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/tribu/tribute__gb_1.mp3
trick,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trick/trick__gb_1.mp3
trick,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trick/trick__gb_1.mp3
trigger,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trigg/trigger__gb_2.mp3
trigger,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trigg/trigger__gb_2.mp3
trillion,number,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trill/trillion__gb_1.mp3
trio,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trio_/trio__gb_1.mp3
trip,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trip_/trip__gb_2.mp3
trip,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trip_/trip__gb_2.mp3
triumph,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/trium/triumph__gb_1.mp3
troop,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tro/troop/troop__gb_1.mp3
trophy,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tro/troph/trophy__gb_1.mp3
